Date,Company,Open,High,Low,Close,Volume
11-11-2025,Google,287.1880739,291.349944,286.7589209,290.7411194,19842100
12-11-2025,Google,291.110412,291.4397846,283.1360243,286.150116,24829900
13-11-2025,Google,281.7886587,282.2876823,276.6986116,278.0260315,29494000
14-11-2025,Google,270.8799731,278.016004,270.1713682,275.8702087,31647200
17-11-2025,Google,285.2219351,293.3759943,283.0162592,284.4634094,52670200
18-11-2025,Google,287.3577599,288.2360158,277.65674,283.7248535,49158700
19-11-2025,Google,286.5992293,303.2167086,286.0702655,292.2381897,68198900
20-11-2025,Google,303.9452938,305.8216273,288.1062901,288.8847656,62025200
21-11-2025,Google,295.8411659,303.3265199,293.2761773,299.0748291,74137700
24-11-2025,Google,310.5224221,318.856122,308.9954111,317.9578552,85165100
